row,col,observation_count,low_margin_count,false_dry_count,deep_underprediction_count,boundary_count,high_risk_case_count,low_margin_fraction,false_dry_fraction,deep_underprediction_fraction,boundary_fraction,high_risk_case_fraction
1,67,1368,18,0,29,432,7,0.013157894736842105,0.0,0.021198830409356724,0.3157894736842105,0.005116959064327485
1,68,1368,1,0,8,444,0,0.0007309941520467836,0.0,0.005847953216374269,0.32456140350877194,0.0
1,69,1368,31,2,12,444,0,0.02266081871345029,0.0014619883040935672,0.008771929824561403,0.32456140350877194,0.0
1,70,1368,340,42,0,444,0,0.24853801169590642,0.03070175438596491,0.0,0.32456140350877194,0.0
1,71,1368,42,0,0,432,0,0.03070175438596491,0.0,0.0,0.3157894736842105,0.0
1,72,1368,27,0,0,432,0,0.019736842105263157,0.0,0.0,0.3157894736842105,0.0
1,73,1368,57,3,0,396,0,0.041666666666666664,0.0021929824561403508,0.0,0.2894736842105263,0.0
1,74,1368,71,0,0,126,0,0.051900584795321635,0.0,0.0,0.09210526315789473,0.0
1,75,1368,100,60,0,432,0,0.07309941520467836,0.043859649122807015,0.0,0.3157894736842105,0.0
1,76,1368,250,119,0,432,0,0.1827485380116959,0.08698830409356725,0.0,0.3157894736842105,0.0
1,77,1368,322,111,0,432,0,0.23538011695906433,0.08114035087719298,0.0,0.3157894736842105,0.0
1,78,1368,320,48,0,432,0,0.23391812865497075,0.03508771929824561,0.0,0.3157894736842105,0.0
1,79,1368,280,80,0,432,0,0.2046783625730994,0.05847953216374269,0.0,0.3157894736842105,0.0
1,80,1368,15,0,0,432,0,0.010964912280701754,0.0,0.0,0.3157894736842105,0.0
1,81,1368,8,0,0,102,0,0.005847953216374269,0.0,0.0,0.07456140350877193,0.0
1,82,1368,8,0,0,3,0,0.005847953216374269,0.0,0.0,0.0021929824561403508,0.0
1,83,1368,21,3,0,15,3,0.015350877192982455,0.0021929824561403508,0.0,0.010964912280701754,0.0021929824561403508
1,84,1368,0,15,0,24,15,0.0,0.010964912280701754,0.0,0.017543859649122806,0.010964912280701754
1,85,1368,6,24,2,24,22,0.0043859649122807015,0.017543859649122806,0.0014619883040935672,0.017543859649122806,0.01608187134502924
1,86,1368,4,6,0,24,6,0.0029239766081871343,0.0043859649122807015,0.0,0.017543859649122806,0.0043859649122807015
1,87,1368,0,0,0,6,0,0.0,0.0,0.0,0.0043859649122807015,0.0
